Title,Authors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,ave_3,ave_5
Acquired lecithin: cholesterol acyltransferase deficiency as a major factor in lowering plasma HDL levels in chronic kidney disease,"Calabresi, L.; Simonelli, S.; Conca, P.; Busnach, G.; Cabibbe, M.; Gesualdo, L.; Gigante, M.; Penco, S.; Veglia, F.; Franceschini, G.",JOURNAL OF INTERNAL MEDICINE,15-May,2015,277,5,552,561,,10.1111/joim.12290,50,5.56,0,0,0,0,0,1,2,9,3,3,11,8,8,5,0,4.666666667,5.6
Effects of different Lactobacillus reuteri on inflammatory and fat storage in high-fat diet-induced obesity mice model,"Qiao, Yi; Sun, Jin; Xia, Shufang; Li, Liting; Li, Ya; Wang, Panpan; Shi, Yonghui; Le, Guowei",JOURNAL OF FUNCTIONAL FOODS,15-Apr,2015,14,,424,434,,10.1016/j.jff.2015.02.013,47,5.22,0,0,0,0,0,0,3,5,2,8,10,10,7,2,0,3.333333333,5.6
Extracting Objective Estimates of Sedentary Behavior from Accelerometer Data: Measurement Considerations for Surveillance and Research Applications,"Kim, Youngdeok; Welk, Gregory J.; Braun, Saori I.; Kang, Minsoo",PLOS ONE,FEB 6 2015,2015,10,2,,,e0118078,10.1371/journal.pone.0118078,45,5,0,0,0,0,0,0,5,5,8,4,10,6,5,2,0,6,6.4
Reduced Tyk2 gene expression in beta-cells due to natural mutation determines susceptibility to virus-induced diabetes,"Izumi, Kenichi; Mine, Keiichiro; Inoue, Yoshitaka; Teshima, Miho; Ogawa, Shuichiro; Kai, Yuji; Kurafuji, Toshinobu; Hirakawa, Kanako; Miyakawa, Daiki; Ikeda, Haruka; Inada, Akari; Hara, Manami; Yamada, Hisakata; Akashi, Koichi; Niho, Yoshiyuki; Ina, Keisuke; Kobayashi, Takashi; Yoshikai, Yasunobu; Anzai, Keizo; Yamashita, Teruo; Minagawa, Hiroko; Fujimoto, Shuji; Kurisaki, Hironori; Shimoda, Kazuya; Katsuta, Hitoshi; Nagafuchi, Seiho",NATURE COMMUNICATIONS,15-Apr,2015,6,,,,6748,10.1038/ncomms7748,41,4.56,0,0,0,0,0,0,4,3,6,5,3,7,7,6,0,4.333333333,4.2
A Re-evaluation of the Cognitive Effects From Single-session Transcranial Direct Current Stimulation,"Price, Amy R.; Hamilton, Roy H.",BRAIN STIMULATION,MAY-JUN 2015,2015,8,3,663,665,,10.1016/j.brs.2015.03.007,40,4.44,0,0,0,0,0,0,4,7,9,8,7,1,4,0,0,6.666666667,7
S-Nitrosylation in neurogenesis and neuronal development,"Okamoto, Shu-ichi; Lipton, Stuart A.",BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,15-Aug,2015,1850,8,1588,1593,,10.1016/j.bbagen.2014.12.013,39,4.33,0,0,0,0,0,0,1,5,5,5,6,9,5,2,1,3.666666667,4.4
"Molecular Characterization of FZD4, LRP5, and TSPAN12 in Familial Exudative Vitreoretinopathy","Seo, Soo Hyun; Yu, Young Suk; Park, Sung Wook; Kim, Jeong Hun; Kim, Hyun Kyung; Cho, Sung Im; Park, Hyunwoong; Lee, Seung Jun; Seong, Moon-Woo; Park, Sung Sup; Kim, Ji Yeon",INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,15-Aug,2015,56,9,5143,5151,,10.1167/iovs.14-15680,38,4.22,0,0,0,0,0,0,0,5,4,3,6,3,8,9,0,3,3.6
Tetramethylpyrazine (TMP) exerts antitumor effects by inducing apoptosis and autophagy in hepatocellular carcinoma,"Cao, Jiao; Miao, Qing; Miao, Shan; Bi, Linlin; Zhang, Song; Yang, Qian; Zhou, Xuanxuan; Zhang, Meng; Xie, Yanhua; Zhang, Jin; Wang, Siwang",INTERNATIONAL IMMUNOPHARMACOLOGY,15-May,2015,26,1,212,220,,10.1016/j.intimp.2015.03.028,35,3.89,0,0,0,0,0,0,0,5,4,4,9,3,5,5,0,3,4.4
Increased low-density lipoprotein cholesterol level is associated with non-vertebral fractures in postmenopausal women,"Yamauchi, Mika; Yamaguchi, Toru; Nawata, Kiyoko; Tanaka, Ken-ichiro; Takaoka, Shin; Sugimoto, Toshitsugu",ENDOCRINE,15-Feb,2015,48,1,279,286,,10.1007/s12020-014-0292-0,33,3.67,0,0,0,0,0,0,0,5,2,6,7,3,3,6,1,2.333333333,4
Long-term rice cultivation stabilizes soil organic carbon and promotes soil microbial activity in a salt marsh derived soil chronosequence,"Wang, Ping; Liu, Yalong; Li, Lianqing; Cheng, Kun; Zheng, Jufeng; Zhang, Xuhui; Zheng, Jinwei; Joseph, Stephen; Pan, Genxing",SCIENTIFIC REPORTS,OCT 27 2015,2015,5,,,,15704,10.1038/srep15704,30,3.33,0,0,0,0,0,0,0,2,3,2,9,3,7,4,0,1.666666667,3.2
Projecting Navigated TMS Sites on the Gyral Anatomy Decreases Inter-subject Variability of Cortical Motor Maps,"Kraus, Dominic; Gharabaghi, Alireza",BRAIN STIMULATION,JUL-AUG 2015,2015,8,4,831,837,,10.1016/j.brs.2015.03.006,29,3.22,0,0,0,0,0,0,0,9,1,4,3,5,4,3,0,3.333333333,3.4
Gut microbiota and obesity: Involvement of the adipose tissue,"Guido, Sonia; Venema, Koen",JOURNAL OF FUNCTIONAL FOODS,15-Apr,2015,14,,407,423,,10.1016/j.jff.2015.02.014,29,3.22,0,0,0,0,0,0,3,4,2,3,3,7,5,2,0,3,3
Effect of Agricultural Sites on Differentiation between Chemlali and Neb Jmel Olive Oils,"Ben Mansour, Amir; Gargouri, Boutheina; Flamini, Guido; Bouaziz, Mohamed",JOURNAL OF OLEO SCIENCE,15-Apr,2015,64,4,381,392,,10.5650/jos.ess14204,28,3.11,0,0,0,0,0,0,1,4,3,2,3,6,3,6,0,2.666666667,2.6
Redox control of cardiac remodeling in atrial fibrillation,"Wolke, Carmen; Bukowska, Alicja; Goette, Andreas; Lendeckel, Uwe",BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,15-Aug,2015,1850,8,1555,1565,,10.1016/j.bbagen.2014.12.012,27,3,0,0,0,0,0,0,2,5,3,3,3,6,2,3,0,3.333333333,3.2
Current HER2 Testing Recommendations and Clinical Relevance as a Predictor of Response to Targeted Therapy,"Ballinger, Tarah J.; Sanders, Melinda E.; Abramson, Vandana G.",CLINICAL BREAST CANCER,15-Jun,2015,15,3,171,180,,10.1016/j.clbc.2014.11.009,26,2.89,0,0,0,0,0,0,2,6,6,4,3,3,0,2,0,4.666666667,4.2
Guggulsterone attenuates cerulein-induced acute pancreatitis via inhibition of ERK and JNK activation,"Kim, Dong-Goo; Bae, Gi-Sang; Choi, Sun-Bok; Jo, Il-Joo; Shin, Joon-Yeon; Lee, Sung-Kon; Kim, Myoung-Jin; Kim, Min-Jun; Jeong, Hyun-Woo; Choi, Chang-Min; Seo, Seung-Hee; Choo, Gab-Chul; Seo, Sang-Wan; Song, Ho-Joon; Park, Sung-Joo",INTERNATIONAL IMMUNOPHARMACOLOGY,15-May,2015,26,1,194,202,,10.1016/j.intimp.2015.03.030,24,2.67,0,0,0,0,0,0,0,5,3,4,5,2,4,1,0,2.666666667,3.4
The relationship of DSM-IV pathological gambling to compulsive buying and other possible spectrum disorders: Results from the Iowa PG family study,"Black, Donald W.; Coryell, William; Crowe, Raymond; Shaw, Martha; McCormick, Brett; Allen, Jeff",PSYCHIATRY RESEARCH,15-Mar,2015,226,1,273,276,,10.1016/j.psychres.2014.12.061,24,2.67,0,0,0,0,0,0,2,3,1,2,6,1,3,6,0,2,2.8
"Mortality within 30 days following systemic anti-cancer therapy, a review of all cases over a 4 year period in a tertiary cancer centre","Khoja, L.; McGurk, A.; O'Hara, C.; Chow, S.; Hasan, J.",EUROPEAN JOURNAL OF CANCER,15-Jan,2015,51,2,233,240,,10.1016/j.ejca.2014.11.011,22,2.44,0,0,0,0,0,0,2,2,2,0,6,3,4,3,0,2,2.4
Does aggressive local treatment have an impact on survival in children with metastatic rhabdomyosarcoma?,"Ben Arush, M.; Minard-Colin, V.; Mosseri, V.; Defachelles, A. S.; Bergeron, C.; Algret, N.; Fasola, S.; Andre, N.; Thebaud, E.; Corradini, N.; Bernier, V.; Martelli, H.; Ranchere, D.; Orbach, D.",EUROPEAN JOURNAL OF CANCER,15-Jan,2015,51,2,193,201,,10.1016/j.ejca.2014.11.009,21,2.33,0,0,0,0,0,0,1,2,1,5,2,2,4,3,1,1.333333333,2.2
Neuronal activity of the prefrontal cortex is reduced in rats selectively bred for deficient sensorimotor gating,"Alam, Mesbah; Angelov, Svilen; Stemmler, Meike; von Wrangel, Christof; Krauss, Joachim K.; Schwabe, Kerstin",PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,JAN 2 2015,2015,56,,174,184,,10.1016/j.pnpbp.2014.08.017,19,2.11,0,0,0,0,0,0,3,3,2,2,2,1,4,1,1,2.666666667,2.4
Generation of integration-free induced hepatocyte-like cells from mouse fibroblasts,"Kim, Jonghun; Kim, Kee-Pyo; Lim, Kyung Tae; Lee, Seung Chan; Yoon, Juyong; Song, Guangqi; Hwang, Seon In; Schoeler, Hans R.; Cantz, Tobias; Han, Dong Wook",SCIENTIFIC REPORTS,OCT 27 2015,2015,5,,,,15706,10.1038/srep15706,18,2,0,0,0,0,0,0,0,1,5,1,3,5,3,0,0,2,2
Structure formation of regenerated cellulose from its solution and resultant features of high wettability: A review,"Yamane, Chihiro",NORDIC PULP & PAPER RESEARCH JOURNAL,2015,2015,30,1,78,91,,10.3183/npprj-2015-30-01-p078-091,18,2,0,0,0,0,0,0,2,0,2,1,3,4,5,1,0,1.333333333,1.6
"Fructose-1,6-bisphosphate suppresses lipopolysaccharide-induced expression of ICAM-1 through modulation of toll-like receptor-4 signaling in brain endothelial cells","Seok, Sun Mi; Park, Tae Yeop; Park, Hye-Si; Baik, Eun Joo; Lee, Soo Hwan",INTERNATIONAL IMMUNOPHARMACOLOGY,15-May,2015,26,1,203,211,,10.1016/j.intimp.2015.03.029,16,1.78,0,0,0,0,0,0,0,4,2,5,2,1,1,1,0,2,2.6
The German version of the Painful and Provocative Events Scale: A psychometric investigation,"Teismann, Tobias; Forkmann, Thomas; Wachtel, Sarah; Edel, Marc-Andreas; Nyhuis, Peter; Glaesmer, Heide",PSYCHIATRY RESEARCH,15-Mar,2015,226,1,264,272,,10.1016/j.psychres.2014.12.060,16,1.78,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,1.333333333,2
Recurrence and cancer-specific survival according to the expression of IL-4R alpha and IL-13R alpha 1 in patients with oral cavity cancer,"Kwon, Minsu; Kim, Ji Won; Roh, Jong-Lyel; Park, Yangsoon; Cho, Kyung-Ja; Choi, Seung-Ho; Nam, Soon Yuhl; Kim, Sang Yoon; Lee, Byung-Heon",EUROPEAN JOURNAL OF CANCER,15-Jan,2015,51,2,177,185,,10.1016/j.ejca.2014.11.010,16,1.78,0,0,0,0,0,0,2,1,5,3,1,1,2,1,0,2.666666667,2.4
Dissolution of cellulose nanofibers in aqueous sodium hydroxide solution,"Yamane, Chihiro; Abe, Kentaro; Satho, Maho; Miyamoto, Hitomi",NORDIC PULP & PAPER RESEARCH JOURNAL,2015,2015,30,1,92,98,,10.3183/npprj-2015-30-01-p092-098,14,1.56,0,0,0,0,0,0,2,1,3,0,2,5,1,0,0,2,1.6
Dissolution mechanism of cellulose in a solution of aqueous sodium hydroxide revealed by molecular dynamics simulations,"Miyamoto, Hitomi; Schnupf, Udo; Ueda, Kazuyoshi; Yamane, Chihiro",NORDIC PULP & PAPER RESEARCH JOURNAL,2015,2015,30,1,67,77,,10.3183/npprj-2015-30-01-p067-077,12,1.33,0,0,0,0,0,0,3,0,0,3,1,2,2,1,0,1,1.4
Disturbance of the intestinal microbial community by ursolic acid contributes to its function as a regulator of fat deposition,"Feng, Zemeng; Wu, Chunli; Zhou, Jiaogen; Wu, Fei; Li, Jun; Li, Tiejun; Yin, Yulong",JOURNAL OF FUNCTIONAL FOODS,15-Apr,2015,14,,456,468,,10.1016/j.jff.2015.02.015,10,1.11,0,0,0,0,0,0,2,1,0,2,1,2,1,1,0,1,1.2
"Evaluation of preventive and therapeutic activity of novel non-steroidal anti-inflammatory drug, CG100649, in colon cancer: Increased expression of TNF-related apoptosis-inducing ligand receptors enhance the apoptotic response to combination treatment with TRAIL","Woo, Jong Kyu; Kang, Ju-Hee; Jang, Yeong-Su; Ro, Seonggu; Cho, Joong Myung; Kim, Hwan-Mook; Lee, Sang-Jin; Oh, Seung Hyun",ONCOLOGY REPORTS,15-Apr,2015,33,4,1947,1955,,10.3892/or.2015.3793,10,1.11,0,0,0,0,0,0,2,2,1,1,1,0,3,0,0,1.666666667,1.4
Inner conflict in patients receiving oral anticancer agents: a qualitative study,"Yagasaki, Kaori; Komatsu, Hiroko; Takahashi, Tsunehiro",BMJ OPEN,2015,2015,5,4,,,e006699,10.1136/bmjopen-2014-006699,10,1.11,0,0,0,0,0,0,0,1,2,1,2,3,0,1,0,1,1.2
Similar verbal memory impairments in schizophrenia and healthy aging. Implications for understanding of neural mechanisms,"Silver, Henry; Bilker, Warren B.",PSYCHIATRY RESEARCH,15-Mar,2015,226,1,277,283,,10.1016/j.psychres.2014.12.062,8,0.89,0,0,0,0,0,0,2,1,1,2,1,0,1,0,0,1.333333333,1.4
Socioeconomic and Racial Disparities in the Selection of Chest Wall Boost Radiation Therapy in Californian Women After Mastectomy,"Hess, Clayton; Lee, Anna; Fish, Kari; Daly, Megan; Cress, Rosemary D.; Mayadev, Jyoti",CLINICAL BREAST CANCER,15-Jun,2015,15,3,212,218,,10.1016/j.clbc.2014.11.007,7,0.78,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0.666666667,1.4
"Arabidopsis INCURVATA2 Regulates Salicylic Acid and Abscisic Acid Signaling, and Oxidative Stress Responses","Micol-Ponce, Rosa; Belen Sanchez-Garcia, Ana; Xu, Qian; Maria Barrero, Jose; Micol, Jose Luis; Rosa Ponce, Maria",PLANT AND CELL PHYSIOLOGY,15-Nov,2015,56,11,2207,2219,,10.1093/pcp/pcv132,6,0.67,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0.666666667,0.8
Association study of BCL9 gene polymorphism rs583583 with schizophrenia and negative symptoms in Japanese population,"Kimura, Hiroki; Tanaka, Satoshi; Kushima, Itaru; Koide, Takayoshi; Banno, Masahiro; Kikuchi, Tsutomu; Nakamura, Yukako; Shiino, Tomoko; Yoshimi, Akira; Oya-Ito, Tomoko; Xing, Jingrui; Wang, Chenyao; Takasaki, Yuto; Aleksic, Branko; Okada, Takashi; Ikeda, Masashi; Inada, Toshiya; Iidaka, Tetsuya; Iwata, Nakao; Ozaki, Norio",SCIENTIFIC REPORTS,OCT 23 2015,2015,5,,,,15705,10.1038/srep15705,6,0.67,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0.6
Recombinant nematode anticoagulant protein c2 inhibits cell invasion by decreasing uPA expression in NSCLC cells,"Tong, Yu; Yue, Jun; Mao, Meng; Liu, Qingqing; Zhou, Jing; Yang, Jiyun",ONCOLOGY REPORTS,15-Apr,2015,33,4,1815,1822,,10.3892/or.2015.3795,6,0.67,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0.666666667,1
Effect of Plant Growth Regulators on Fatty Acids Composition in Jatropha curcas L. Callus Culture,"Rodriguez Hernandez, Ludwi; Rodriguez Mendiola, Martha A.; Arias Castro, Carlos; Gutierrez-Miceli, Federico A.",JOURNAL OF OLEO SCIENCE,15-Mar,2015,64,3,325,330,,10.5650/jos.ess14206,6,0.67,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0.666666667,0.8
Development and evaluation of a short version of the quality of life questionnaire for dementia,"Terada, Seishi; Oshima, Etsuko; Ikeda, Chikako; Hayashi, Satoshi; Yokota, Osamu; Uchitomi, Yosuke",INTERNATIONAL PSYCHOGERIATRICS,15-Jan,2015,27,1,103,110,,10.1017/S1041610214001811,6,0.67,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0.333333333,0.2
Disease Severity and Mortality Can Be Independently Regulated in a Mouse Model of Experimental Graft versus Host Disease,"Galvani, Romulo G.; Lemos, Ramon; Areal, Romulo B.; Salvador, Pollyanna A.; Zamboni, Dario S.; Wanderley, Joao Luiz M.; Bonomo, Adriana",PLOS ONE,FEB 2 2015,2015,10,2,,,e0118079,10.1371/journal.pone.0118079,5,0.56,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0.666666667,0.6
4D radiobiological modelling of the interplay effect in conventionally and hypofractionated lung tumour IMRT,"Selvaraj, J.; Uzan, J.; Baker, C.; Nahum, A.",BRITISH JOURNAL OF RADIOLOGY,15-Jan,2015,88,1045,,,20140372,10.1259/bjr.20140372,5,0.56,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0.666666667,0.4
Human recombinant endostatin Endostar attenuates hepatic sinusoidal endothelial cell capillarization in CCl4-induced fibrosis in mice,"You, Qi; Kong, Ling-Jian; Li, Feng-Dong; Wang, Hang-Yu; Liu, Dian-Gang; Pei, Feng-Hua; Song, Ji-Tao; Xu, Jun; Chen, Jing",MOLECULAR MEDICINE REPORTS,15-Oct,2015,12,4,5594,5600,,10.3892/mmr.2015.4103,4,0.44,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0.6
Geranylgeranylacetone suppresses colitis-related mouse colon carcinogenesis,"Inoue, Takuya; Yorifuji, Naoki; Iguchi, Munetaka; Fujiwara, Kaori; Kakimoto, Kazuki; Nouda, Sadaharu; Okada, Toshihiko; Kawakami, Ken; Abe, Yosuke; Takeuchi, Toshihisa; Higuchi, Kazuhide",ONCOLOGY REPORTS,15-Apr,2015,33,4,1769,1774,,10.3892/or.2015.3794,4,0.44,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0.6
Functional and protein-protein interaction network analysis of colorectal cancer induced by ulcerative colitis,"Dai, Yong; Jiang, Jin-Bo; Wang, Yan-Lei; Jin, Zu-Tao; Hu, San-Yuan",MOLECULAR MEDICINE REPORTS,15-Oct,2015,12,4,4947,4958,,10.3892/mmr.2015.4102,3,0.33,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.2
Multiple intracranial arteritis and hypothyroidism secondary to Streptococcus anginosus infection,"Zhang, Chao; Xie, Bingdi; Shi, Fu-Dong; Hao, Junwei",JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,15-Sep,2015,86,9,1044,1045,,10.1136/jnnp-2014-308048,2,0.22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.333333333,0.2
Aripiprazole May Be Effective as an Add-on Treatment in Bulimic Symptoms of Eating Disorders,"Takaki, Manabu; Okabe, Nobuyuki",JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,15-Feb,2015,35,1,93,95,,10.1097/JCP.0000000000000233,2,0.22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333333333,0.4
"Selective blockade of N-methyl-D-aspartate channels in combination with dopamine receptor antagonism induces loss of the righting reflex in mice, but not immobility","Kikuchi, Nobuhito; Irifune, Masahiro; Shimizu, Yoshitaka; Yoshida, Keita; Morita, Katsuya; Kanematsu, Takashi; Morioka, Norimitsu; Nakata, Yoshihiro; Sakai, Norio",PSYCHOPHARMACOLOGY,15-Jan,2015,232,1,39,46,,10.1007/s00213-014-3634-y,2,0.22,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2
Clinical Implications of Growth Pattern and Extension of Tumor-Associated Intraductal Carcinoma of the Breast,"Eggemann, Holm; Kalinski, Thomas; Ruhland, Anna K.; Ignatov, Tanja; Costa, Serban Dan; Ignatov, Atanas",CLINICAL BREAST CANCER,15-Jun,2015,15,3,227,233,,10.1016/j.clbc.2014.11.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantitative analysis of singular inflation with scalar-tensor and modified gravity,"Nojiri, S.; Odintsov, S. D.; Oikonomou, V. K.",PHYSICAL REVIEW D,APR 30 2015,2015,91,8,,,84059,10.1103/PhysRevD.91.084059,58,6.44,0,0,0,0,0,0,11,17,6,9,6,1,2,6,0,11.33333333,9.8
Depletion of p62 reduces nuclear inclusions and paradoxically ameliorates disease phenotypes in Huntington's model mice,"Kurosawa, Masaru; Matsumoto, Gen; Kino, Yoshihiro; Okuno, Misako; Kurosawa-Yamada, Mizuki; Washizu, Chika; Taniguchi, Harumi; Nakaso, Kazuhiro; Yanagawa, Toru; Warabi, Eiji; Shimogori, Tomomi; Sakurai, Takashi; Hattori, Nobutaka; Nukina, Nobuyuki",HUMAN MOLECULAR GENETICS,FEB 15 2015,2015,24,4,1092,1105,,10.1093/hmg/ddu522,39,4.33,0,0,0,0,0,0,3,5,4,3,4,6,12,2,0,4,3.8
Singular inflation from generalized equation of state fluids,"Nojiri, S.; Odintsov, S. D.; Oikonomou, V. K.",PHYSICS LETTERS B,JUL 30 2015,2015,747,,310,320,,10.1016/j.physletb.2015.06.016,36,4,0,0,0,0,0,0,3,12,13,3,0,2,0,3,0,9.333333333,6.2
Stability and antievaporation of the Schwarzschild-de Sitter black holes in bigravity,"Katsuragawa, Taishi; Nojiri, Shin'ichi",PHYSICAL REVIEW D,APR 1 2015,2015,91,8,,,84001,10.1103/PhysRevD.91.084001,30,3.33,0,0,0,0,0,0,3,5,5,8,3,5,0,1,0,4.333333333,4.8
Cathepsin S activity controls ischemia-induced neovascularization in mice,"Li, Xiang; Cheng, Xian Wu; Hu, Lina; Wu, Hongxian; Guo-Ping; Hao, Chang-Ning; Jiang, Haiying; Zhu, Enbo; Huang, Zhe; Inoue, Aiko; Sasaki, Takeshi; Du, Qiuna; Takeshita, Kyosuke; Okumura, Kenji; Murohara, Toyoaki; Kuzuya, Masafumi",INTERNATIONAL JOURNAL OF CARDIOLOGY,MAR 15 2015,2015,183,,198,208,,10.1016/j.ijcard.2015.01.058,30,3.33,0,0,0,0,0,0,2,3,9,6,4,3,2,1,0,4.666666667,4.8
Selective methanation of CO in H-2-rich gas stream by synthetic nickel-containing smectite based catalysts,"Yoshida, Hiroshi; Watanabe, Kou; Iwasa, Nobuhiro; Fujita, Shin-ichiro; Arai, Masahiko",APPLIED CATALYSIS B-ENVIRONMENTAL,15-Jan,2015,162,,93,97,,10.1016/j.apcatb.2014.06.029,23,2.56,0,0,0,0,0,0,6,5,3,3,3,2,1,0,0,4.666666667,4
Optimal design of periodic frame structures with negative thermal expansion via mixed integer programming,"Hirota, Masayuki; Kanno, Yoshihiro",OPTIMIZATION AND ENGINEERING,15-Dec,2015,16,4,767,809,,10.1007/s11081-015-9276-z,19,2.11,0,0,0,0,0,0,0,3,2,4,3,0,4,2,1,1.666666667,2.4
PoSSuM v.2.0: data update and a new function for investigating ligand analogs and target proteins of small-molecule drugs,"Ito, Jun-ichi; Ikeda, Kazuyoshi; Yamada, Kazunori; Mizuguchi, Kenji; Tomii, Kentaro",NUCLEIC ACIDS RESEARCH,JAN 28 2015,2015,43,D1,D392,D398,,10.1093/nar/gku1144,17,1.89,0,0,0,0,0,0,0,6,3,2,3,1,1,1,0,3,2.8
Adaptive Tuning of the Unscented Kalman Filter for Satellite Attitude Estimation,"Soken, Halil Ersin; Sakai, Shin-ichiro",JOURNAL OF AEROSPACE ENGINEERING,15-May,2015,28,3,,,4014088,10.1061/(ASCE)AS.1943-5525.0000412,14,1.56,0,0,0,0,0,0,3,1,1,1,3,2,1,2,0,1.666666667,1.8
"Depositional and erosional architectures of gravelly braid bar formed by a flood in the Abe River, central Japan, inferred from a three-dimensional ground-penetrating radar analysis","Okazaki, Hiroko; Kwak, Youngjoo; Tamura, Toru",SEDIMENTARY GEOLOGY,JUL 1 2015,2015,324,,32,46,,10.1016/j.sedgeo.2015.04.008,12,1.33,0,0,0,0,0,0,0,1,1,1,5,3,0,1,0,0.666666667,1.6
Singular accelerated evolution in massive F(R) bigravity,"Nojiri, S.; Odintsov, S. D.; Oikonomou, V. K.",PHYSICAL REVIEW D,DEC 23 2015,2015,92,12,,,124059,10.1103/PhysRevD.92.124059,8,0.89,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2.666666667,1.6
Inflation without self-reproduction in F(R) gravity,"Nojiri, Shin'ichi; Odintsov, Sergei D.",ASTROPHYSICS AND SPACE SCIENCE,15-May,2015,357,1,,,39,10.1007/s10509-015-2288-5,8,0.89,0,0,0,0,0,0,2,1,3,1,1,0,0,0,0,2,1.6
"Distribution and excretion of 2,2 ',3,4 ',5,5 ',6-heptachlorobiphenyl (CB187) and its metabolites in rats and guinea pigs","Ohta, Chiho; Haraguchi, Koichi; Kato, Yoshihisa; Endo, Tetsuya; Kimura, Osamu; Koga, Nobuyuki",CHEMOSPHERE,15-Jan,2015,118,,5,11,,10.1016/j.chemosphere.2014.05.019,6,0.67,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0.666666667,0.4
Novel Vehicle Information Acquisition Method Using 2D Reflector Code for Automotive Infrared Laser Radar,"Wada, Tomotaka; Shikiji, Yusuke; Watari, Keita; Okada, Hiromi",IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,15-Jan,2015,E98A,1,294,303,,10.1587/transfun.E98.A.294,6,0.67,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,1,1
Non-geometric backgrounds based on topological interfaces,"Satoh, Yuji; Sugawara, Yuji",JOURNAL OF HIGH ENERGY PHYSICS,JUL 7 2015,2015,,7,,,22,10.1007/JHEP07(2015)022,5,0.56,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,0.6
Motional magnetotellurics by long oceanic waves,"Shimizu, Hisayoshi; Utada, Hisashi",GEOPHYSICAL JOURNAL INTERNATIONAL,15-Apr,2015,201,1,390,405,,10.1093/gji/ggv030,5,0.56,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0.8
STM observation of charge stripe in metallic phase of alpha-(BEDT-TTF)(2)I-3,"Katono, K.; Taniguchi, T.; Ichimura, K.; Kawashima, Y.; Tanda, S.; Yamamoto, K.",PHYSICAL REVIEW B,MAR 4 2015,2015,91,12,,,125110,10.1103/PhysRevB.91.125110,5,0.56,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0.2
Epstein-Barr Virus-associated Methotrexate-induced Accelerated Rheumatoid Nodulosis,"Shimoura, Noriko; Fukunaga, Atsushi; Nagai, Hiroshi; Oka, Masahiro; Nishigori, Chikako",ACTA DERMATO-VENEREOLOGICA,2015,2015,95,1,100,101,,10.2340/00015555-1866,5,0.56,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0.333333333,0.6
Counting and zeta functions over F-1,"Deitmar, Anton; Koyama, Shin-ya; Kurokawa, Nobushige",ABHANDLUNGEN AUS DEM MATHEMATISCHEN SEMINAR DER UNIVERSITAT HAMBURG,15-Apr,2015,85,1,59,71,,10.1007/s12188-015-0104-3,4,0.44,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0.333333333,0.4
Possible roles of tumor necrosis factor-alpha and angiotensin II type 1 receptor on high glucose-induced damage in renal proximal tubular cells,"Takao, Toshihiro; Horino, Taro; Matsumoto, Reiko; Shimamura, Yoshiko; Ogata, Koji; Inoue, Kousuke; Taniguchi, Yoshinori; Taguchi, Takafumi; Terada, Yoshio",RENAL FAILURE,15-Feb,2015,37,1,160,164,,10.3109/0886022X.2014.959434,4,0.44,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0.4
